Protein,Order,SampleName,LabRep,LabBlock,MaltPlant,MaltRep,MaltTime,malttime,abundance,abundance.sc,abundance.scOut
HORVU6Hr1G031480.7,32,aBP2,2,3,2,1,16.5,16.5,18432.42169,18.43242169,18.43242169
HORVU6Hr1G031830.4,32,aBP2,2,3,2,1,16.5,16.5,515968.6285,515.9686285,515.9686285
HORVU6Hr1G033630.9,32,aBP2,2,3,2,1,16.5,16.5,40510.17529,40.51017529,40.51017529
HORVU6Hr1G033980.6,32,aBP2,2,3,2,1,16.5,16.5,4945.223361,4.945223361,4.945223361
HORVU6Hr1G037950.1,32,aBP2,2,3,2,1,16.5,16.5,3917.713794,3.917713794,3.917713794
HORVU6Hr1G039140.9,32,aBP2,2,3,2,1,16.5,16.5,5006.269523,5.006269523,5.006269523
HORVU6Hr1G044840.4,32,aBP2,2,3,2,1,16.5,16.5,15325.83476,15.32583476,15.32583476
HORVU6Hr1G051470.2,32,aBP2,2,3,2,1,16.5,16.5,2362.67165,2.36267165,2.36267165
HORVU6Hr1G052600.3,32,aBP2,2,3,2,1,16.5,16.5,31608.79443,31.60879443,31.60879443
HORVU6Hr1G054520.5,32,aBP2,2,3,2,1,16.5,16.5,919313.1813,919.3131813,919.3131813
HORVU6Hr1G058210.4,32,aBP2,2,3,2,1,16.5,16.5,19798.93511,19.79893511,19.79893511
HORVU6Hr1G058560.3,32,aBP2,2,3,2,1,16.5,16.5,54526.97414,54.52697414,54.52697414
HORVU6Hr1G058750.3,32,aBP2,2,3,2,1,16.5,16.5,89408.51998,89.40851998,89.40851998
HORVU6Hr1G063570.2,32,aBP2,2,3,2,1,16.5,16.5,32147.27939,32.14727939,32.14727939
HORVU6Hr1G063830.2,32,aBP2,2,3,2,1,16.5,16.5,58969.90191,58.96990191,58.96990191
HORVU6Hr1G064460.1,32,aBP2,2,3,2,1,16.5,16.5,37062.94266,37.06294266,37.06294266
HORVU6Hr1G067870.1,32,aBP2,2,3,2,1,16.5,16.5,117118.5194,117.1185194,117.1185194
HORVU6Hr1G068750.6,32,aBP2,2,3,2,1,16.5,16.5,49512.60017,49.51260017,49.51260017
HORVU6Hr1G069370.3,32,aBP2,2,3,2,1,16.5,16.5,1687.336248,1.687336248,1.687336248
HORVU6Hr1G070670.4,32,aBP2,2,3,2,1,16.5,16.5,4873.736999,4.873736999,4.873736999
HORVU6Hr1G070780.3,32,aBP2,2,3,2,1,16.5,16.5,81429.43092,81.42943092,81.42943092
HORVU6Hr1G074030.4,32,aBP2,2,3,2,1,16.5,16.5,34468.56293,34.46856293,34.46856293
HORVU6Hr1G074440.1,32,aBP2,2,3,2,1,16.5,16.5,1945.586672,1.945586672,1.945586672
HORVU6Hr1G075010.9,32,aBP2,2,3,2,1,16.5,16.5,19281.32991,19.28132991,19.28132991
HORVU6Hr1G076660.2,32,aBP2,2,3,2,1,16.5,16.5,20419.2431,20.4192431,20.4192431
HORVU6Hr1G076810.3,32,aBP2,2,3,2,1,16.5,16.5,1200.105111,1.200105111,1.200105111
HORVU6Hr1G077710.2,32,aBP2,2,3,2,1,16.5,16.5,3782.403051,3.782403051,3.782403051
HORVU6Hr1G078420.1,32,aBP2,2,3,2,1,16.5,16.5,30776.68402,30.77668402,30.77668402
HORVU6Hr1G079030.4,32,aBP2,2,3,2,1,16.5,16.5,597.11707,0.59711707,0.59711707
HORVU6Hr1G079150.1,32,aBP2,2,3,2,1,16.5,16.5,35386.12186,35.38612186,35.38612186
HORVU6Hr1G080480.9,32,aBP2,2,3,2,1,16.5,16.5,5782.688526,5.782688526,5.782688526
HORVU6Hr1G080790.1,32,aBP2,2,3,2,1,16.5,16.5,19244.90189,19.24490189,19.24490189
HORVU6Hr1G082360.3,32,aBP2,2,3,2,1,16.5,16.5,17869.76054,17.86976054,17.86976054
HORVU6Hr1G082600.2,32,aBP2,2,3,2,1,16.5,16.5,13769.5955,13.7695955,13.7695955
HORVU6Hr1G083120.2,32,aBP2,2,3,2,1,16.5,16.5,60246.17177,60.24617177,60.24617177
HORVU6Hr1G084070.13,32,aBP2,2,3,2,1,16.5,16.5,16982.40914,16.98240914,16.98240914
HORVU6Hr1G084960.3,32,aBP2,2,3,2,1,16.5,16.5,55553.20231,55.55320231,55.55320231
HORVU6Hr1G087460.1,32,aBP2,2,3,2,1,16.5,16.5,96226.52346,96.22652346,96.22652346
HORVU6Hr1G087650.1,32,aBP2,2,3,2,1,16.5,16.5,32178.24235,32.17824235,32.17824235
HORVU6Hr1G087820.1,32,aBP2,2,3,2,1,16.5,16.5,383254.5115,383.2545115,383.2545115
HORVU6Hr1G090170.3,32,aBP2,2,3,2,1,16.5,16.5,143588.5218,143.5885218,143.5885218
HORVU6Hr1G090260.4,32,aBP2,2,3,2,1,16.5,16.5,28800.31703,28.80031703,28.80031703
HORVU6Hr1G090720.3,32,aBP2,2,3,2,1,16.5,16.5,9201.503587,9.201503587,9.201503587
HORVU6Hr1G091130.9,32,aBP2,2,3,2,1,16.5,16.5,65699.36167,65.69936167,65.69936167
HORVU6Hr1G091950.9,32,aBP2,2,3,2,1,16.5,16.5,74536.96935,74.53696935,74.53696935
HORVU7Hr1G001030.4,32,aBP2,2,3,2,1,16.5,16.5,5635.107951,5.635107951,5.635107951
HORVU7Hr1G001040.8,32,aBP2,2,3,2,1,16.5,16.5,2357.381294,2.357381294,2.357381294
HORVU7Hr1G002060.1,32,aBP2,2,3,2,1,16.5,16.5,93342.6377,93.3426377,93.3426377
HORVU7Hr1G006160.4,32,aBP2,2,3,2,1,16.5,16.5,67703.42679,67.70342679,67.70342679
HORVU7Hr1G006490.9,32,aBP2,2,3,2,1,16.5,16.5,88732.65515,88.73265515,88.73265515
HORVU7Hr1G006580.2,32,aBP2,2,3,2,1,16.5,16.5,306976.6719,306.9766719,306.9766719
HORVU7Hr1G007790.1,32,aBP2,2,3,2,1,16.5,16.5,17338.45518,17.33845518,17.33845518
HORVU7Hr1G010680.3,32,aBP2,2,3,2,1,16.5,16.5,250683.0508,250.6830508,250.6830508
HORVU7Hr1G010690.6,32,aBP2,2,3,2,1,16.5,16.5,1414.512571,1.414512571,1.414512571
HORVU7Hr1G012380.5,32,aBP2,2,3,2,1,16.5,16.5,460070.1713,460.0701713,460.0701713
HORVU7Hr1G013470.1,32,aBP2,2,3,2,1,16.5,16.5,261123.3322,261.1233322,261.1233322
HORVU7Hr1G013600.3,32,aBP2,2,3,2,1,16.5,16.5,2751.213784,2.751213784,2.751213784
HORVU7Hr1G017640.22,32,aBP2,2,3,2,1,16.5,16.5,66251.70049,66.25170049,66.25170049
HORVU7Hr1G019780.1,32,aBP2,2,3,2,1,16.5,16.5,748176.5935,748.1765935,748.1765935
HORVU7Hr1G021800.9,32,aBP2,2,3,2,1,16.5,16.5,19850.33909,19.85033909,19.85033909
HORVU7Hr1G022500.8,32,aBP2,2,3,2,1,16.5,16.5,1713.609532,1.713609532,1.713609532
HORVU7Hr1G022570.1,32,aBP2,2,3,2,1,16.5,16.5,65636.56836,65.63656836,65.63656836
HORVU7Hr1G025390.8,32,aBP2,2,3,2,1,16.5,16.5,25963.31809,25.96331809,25.96331809
HORVU7Hr1G027760.1,32,aBP2,2,3,2,1,16.5,16.5,2833.110249,2.833110249,2.833110249
HORVU7Hr1G028050.5,32,aBP2,2,3,2,1,16.5,16.5,39172.79686,39.17279686,39.17279686
HORVU7Hr1G031850.5,32,aBP2,2,3,2,1,16.5,16.5,6434.273499,6.434273499,6.434273499
HORVU7Hr1G033230.9,32,aBP2,2,3,2,1,16.5,16.5,465561.6126,465.5616126,465.5616126
HORVU7Hr1G033620.1,32,aBP2,2,3,2,1,16.5,16.5,18311.10916,18.31110916,18.31110916
HORVU7Hr1G034070.4,32,aBP2,2,3,2,1,16.5,16.5,115391.6712,115.3916712,115.3916712
HORVU7Hr1G035020.1,32,aBP2,2,3,2,1,16.5,16.5,881252.625,881.252625,881.252625
HORVU7Hr1G036720.2,32,aBP2,2,3,2,1,16.5,16.5,11177.14831,11.17714831,11.17714831
HORVU7Hr1G038420.4,32,aBP2,2,3,2,1,16.5,16.5,131838.217,131.838217,131.838217
HORVU7Hr1G038660.7,32,aBP2,2,3,2,1,16.5,16.5,1157.623921,1.157623921,1.157623921
HORVU7Hr1G039930.1,32,aBP2,2,3,2,1,16.5,16.5,79569.10321,79.56910321,79.56910321
HORVU7Hr1G040550.9,32,aBP2,2,3,2,1,16.5,16.5,117128.1372,117.1281372,117.1281372
HORVU7Hr1G042880.2,32,aBP2,2,3,2,1,16.5,16.5,1445.666646,1.445666646,1.445666646
HORVU7Hr1G043320.1,32,aBP2,2,3,2,1,16.5,16.5,34558.02405,34.55802405,34.55802405
HORVU7Hr1G045620.2,32,aBP2,2,3,2,1,16.5,16.5,85631.66774,85.63166774,85.63166774
HORVU7Hr1G045640.2,32,aBP2,2,3,2,1,16.5,16.5,30719.22259,30.71922259,30.71922259
HORVU7Hr1G046280.1,32,aBP2,2,3,2,1,16.5,16.5,5973.03754,5.97303754,5.97303754
HORVU7Hr1G046660.7,32,aBP2,2,3,2,1,16.5,16.5,9361.444665,9.361444665,9.361444665
HORVU7Hr1G047700.4,32,aBP2,2,3,2,1,16.5,16.5,302906.9089,302.9069089,302.9069089
HORVU7Hr1G047860.1,32,aBP2,2,3,2,1,16.5,16.5,13951.64035,13.95164035,13.95164035
HORVU7Hr1G048100.1,32,aBP2,2,3,2,1,16.5,16.5,25284.47324,25.28447324,25.28447324
HORVU7Hr1G048970.8,32,aBP2,2,3,2,1,16.5,16.5,885.4069606,0.885406961,0.885406961
HORVU7Hr1G049340.2,32,aBP2,2,3,2,1,16.5,16.5,2470.70671,2.47070671,2.47070671
HORVU7Hr1G049370.2,32,aBP2,2,3,2,1,16.5,16.5,9501.811368,9.501811368,9.501811368
HORVU7Hr1G052350.1,32,aBP2,2,3,2,1,16.5,16.5,7580.993935,7.580993935,7.580993935
HORVU7Hr1G054010.6,32,aBP2,2,3,2,1,16.5,16.5,38811.08791,38.81108791,38.81108791
HORVU7Hr1G054440.1,32,aBP2,2,3,2,1,16.5,16.5,19799.18601,19.79918601,19.79918601
HORVU7Hr1G054850.2,32,aBP2,2,3,2,1,16.5,16.5,63009.18875,63.00918875,63.00918875
HORVU7Hr1G055090.9,32,aBP2,2,3,2,1,16.5,16.5,33612.28529,33.61228529,33.61228529
HORVU7Hr1G055330.1,32,aBP2,2,3,2,1,16.5,16.5,822542.4566,822.5424566,822.5424566
HORVU7Hr1G055340.5,32,aBP2,2,3,2,1,16.5,16.5,6952.41352,6.95241352,6.95241352
HORVU7Hr1G055560.2,32,aBP2,2,3,2,1,16.5,16.5,39650.886,39.650886,39.650886
HORVU7Hr1G056770.4,32,aBP2,2,3,2,1,16.5,16.5,11168.47851,11.16847851,11.16847851
HORVU7Hr1G057430.1,32,aBP2,2,3,2,1,16.5,16.5,4384.376467,4.384376467,4.384376467
HORVU7Hr1G063280.1,32,aBP2,2,3,2,1,16.5,16.5,72659.44979,72.65944979,72.65944979
HORVU7Hr1G067280.1,32,aBP2,2,3,2,1,16.5,16.5,56175.59748,56.17559748,56.17559748
HORVU7Hr1G067620.3,32,aBP2,2,3,2,1,16.5,16.5,248404.4512,248.4044512,248.4044512
HORVU7Hr1G069460.7,32,aBP2,2,3,2,1,16.5,16.5,16417.14502,16.41714502,16.41714502
HORVU7Hr1G071240.1,32,aBP2,2,3,2,1,16.5,16.5,28164.11928,28.16411928,28.16411928
HORVU7Hr1G072650.8,32,aBP2,2,3,2,1,16.5,16.5,3298.936325,3.298936325,3.298936325
HORVU7Hr1G073720.5,32,aBP2,2,3,2,1,16.5,16.5,209150.6598,209.1506598,209.1506598
HORVU7Hr1G074690.3,32,aBP2,2,3,2,1,16.5,16.5,516187.914,516.187914,516.187914
HORVU7Hr1G075250.1,32,aBP2,2,3,2,1,16.5,16.5,84342.41584,84.34241584,84.34241584
HORVU7Hr1G075360.2,32,aBP2,2,3,2,1,16.5,16.5,42533.75856,42.53375856,42.53375856
HORVU7Hr1G076150.1,32,aBP2,2,3,2,1,16.5,16.5,6496.407975,6.496407975,6.496407975
HORVU7Hr1G077780.1,32,aBP2,2,3,2,1,16.5,16.5,3011.797683,3.011797683,3.011797683
HORVU7Hr1G077860.1,32,aBP2,2,3,2,1,16.5,16.5,84965.90687,84.96590687,84.96590687
HORVU7Hr1G079640.3,32,aBP2,2,3,2,1,16.5,16.5,6162.885238,6.162885238,6.162885238
HORVU7Hr1G080630.2,32,aBP2,2,3,2,1,16.5,16.5,54526.94959,54.52694959,54.52694959
HORVU7Hr1G081290.4,32,aBP2,2,3,2,1,16.5,16.5,1819.296095,1.819296095,1.819296095
HORVU7Hr1G081910.4,32,aBP2,2,3,2,1,16.5,16.5,8041.265738,8.041265738,8.041265738
HORVU7Hr1G082040.3,32,aBP2,2,3,2,1,16.5,16.5,30236.75266,30.23675266,30.23675266
HORVU7Hr1G083550.7,32,aBP2,2,3,2,1,16.5,16.5,1342.473991,1.342473991,1.342473991
HORVU7Hr1G083860.1,32,aBP2,2,3,2,1,16.5,16.5,654.72486,0.65472486,0.65472486
HORVU7Hr1G084940.3,32,aBP2,2,3,2,1,16.5,16.5,925514.311,925.514311,925.514311
HORVU7Hr1G085150.5,32,aBP2,2,3,2,1,16.5,16.5,394916.056,394.916056,394.916056
HORVU7Hr1G085220.2,32,aBP2,2,3,2,1,16.5,16.5,13983.8457,13.9838457,13.9838457
HORVU7Hr1G087050.7,32,aBP2,2,3,2,1,16.5,16.5,312835.875,312.835875,312.835875
HORVU7Hr1G088080.1,32,aBP2,2,3,2,1,16.5,16.5,7625.076332,7.625076332,7.625076332
HORVU7Hr1G088450.9,32,aBP2,2,3,2,1,16.5,16.5,15623.73943,15.62373943,15.62373943
HORVU7Hr1G088580.1,32,aBP2,2,3,2,1,16.5,16.5,26278.3073,26.2783073,26.2783073
HORVU7Hr1G089290.4,32,aBP2,2,3,2,1,16.5,16.5,7814.311015,7.814311015,7.814311015
HORVU7Hr1G091250.4,32,aBP2,2,3,2,1,16.5,16.5,16853.57181,16.85357181,16.85357181
HORVU7Hr1G091800.9,32,aBP2,2,3,2,1,16.5,16.5,12150.41569,12.15041569,12.15041569
HORVU7Hr1G093020.1,32,aBP2,2,3,2,1,16.5,16.5,27274.45356,27.27445356,27.27445356
HORVU7Hr1G096990.1,32,aBP2,2,3,2,1,16.5,16.5,13926.27535,13.92627535,13.92627535
HORVU7Hr1G100120.9,32,aBP2,2,3,2,1,16.5,16.5,61845.2442,61.8452442,61.8452442
HORVU7Hr1G100450.1,32,aBP2,2,3,2,1,16.5,16.5,298077.8577,298.0778577,298.0778577
HORVU7Hr1G104220.4,32,aBP2,2,3,2,1,16.5,16.5,64568.38019,64.56838019,64.56838019
HORVU7Hr1G106130.2,32,aBP2,2,3,2,1,16.5,16.5,532.1967244,0.532196724,0.532196724
HORVU7Hr1G106150.2,32,aBP2,2,3,2,1,16.5,16.5,208612.3828,208.6123828,208.6123828
HORVU7Hr1G106540.2,32,aBP2,2,3,2,1,16.5,16.5,36636.62379,36.63662379,36.63662379
HORVU7Hr1G108780.3,32,aBP2,2,3,2,1,16.5,16.5,5656.456805,5.656456805,5.656456805
HORVU7Hr1G109770.6,32,aBP2,2,3,2,1,16.5,16.5,14645.93752,14.64593752,14.64593752
HORVU7Hr1G112740.4,32,aBP2,2,3,2,1,16.5,16.5,52563.36275,52.56336275,52.56336275
HORVU7Hr1G114000.8,32,aBP2,2,3,2,1,16.5,16.5,12223.70941,12.22370941,12.22370941
HORVU7Hr1G117000.7,32,aBP2,2,3,2,1,16.5,16.5,53015.94702,53.01594702,53.01594702
HORVU7Hr1G119060.3,32,aBP2,2,3,2,1,16.5,16.5,15396.55047,15.39655047,15.39655047
HORVU7Hr1G120420.2,32,aBP2,2,3,2,1,16.5,16.5,10673.6428,10.6736428,10.6736428
HORVU7Hr1G120450.5,32,aBP2,2,3,2,1,16.5,16.5,9981.753241,9.981753241,9.981753241
HORVU7Hr1G121700.5,32,aBP2,2,3,2,1,16.5,16.5,85266.13816,85.26613816,85.26613816
HORVU7Hr1G121850.5,32,aBP2,2,3,2,1,16.5,16.5,270581.5842,270.5815842,270.5815842
HORVU7Hr1G121860.1,32,aBP2,2,3,2,1,16.5,16.5,93685.30743,93.68530743,93.68530743
HORVU0Hr1G004150.1,34,aBP7,2,4,2,1,75.5,75.5,8286.509702,8.286509702,8.286509702
HORVU0Hr1G004480.4,34,aBP7,2,4,2,1,75.5,75.5,43284.05638,43.28405638,43.28405638
HORVU0Hr1G016380.4,34,aBP7,2,4,2,1,75.5,75.5,20310.14569,20.31014569,20.31014569
HORVU0Hr1G017220.3,34,aBP7,2,4,2,1,75.5,75.5,31039.05965,31.03905965,31.03905965
HORVU0Hr1G018510.4,34,aBP7,2,4,2,1,75.5,75.5,25820.00923,25.82000923,25.82000923
HORVU0Hr1G019950.2,34,aBP7,2,4,2,1,75.5,75.5,211828.9549,211.8289549,211.8289549
HORVU0Hr1G022810.9,34,aBP7,2,4,2,1,75.5,75.5,195776.4361,195.7764361,195.7764361
HORVU0Hr1G027030.1,34,aBP7,2,4,2,1,75.5,75.5,12107.76524,12.10776524,12.10776524
HORVU0Hr1G040240.1,34,aBP7,2,4,2,1,75.5,75.5,23969.14296,23.96914296,23.96914296
HORVU1Hr1G000080.2,34,aBP7,2,4,2,1,75.5,75.5,8912.933705,8.912933705,8.912933705
HORVU1Hr1G000440.6,34,aBP7,2,4,2,1,75.5,75.5,2325.446143,2.325446143,2.325446143
HORVU1Hr1G000640.1,34,aBP7,2,4,2,1,75.5,75.5,32878.17739,32.87817739,32.87817739
HORVU1Hr1G000680.1,34,aBP7,2,4,2,1,75.5,75.5,63707.59242,63.70759242,63.70759242
HORVU1Hr1G000700.1,34,aBP7,2,4,2,1,75.5,75.5,40474.46958,40.47446958,40.47446958
HORVU1Hr1G000710.4,34,aBP7,2,4,2,1,75.5,75.5,3856.377831,3.856377831,3.856377831
HORVU1Hr1G001020.1,34,aBP7,2,4,2,1,75.5,75.5,613583.1615,613.5831615,613.5831615
HORVU1Hr1G001120.1,34,aBP7,2,4,2,1,75.5,75.5,154612.8358,154.6128358,154.6128358
HORVU1Hr1G001140.1,34,aBP7,2,4,2,1,75.5,75.5,14201.26272,14.20126272,14.20126272
HORVU1Hr1G001350.1,34,aBP7,2,4,2,1,75.5,75.5,77.12204675,0.077122047,0.077122047
HORVU1Hr1G001420.1,34,aBP7,2,4,2,1,75.5,75.5,18717.12982,18.71712982,18.71712982
HORVU1Hr1G002170.2,34,aBP7,2,4,2,1,75.5,75.5,4633.47734,4.63347734,4.63347734
HORVU1Hr1G005030.1,34,aBP7,2,4,2,1,75.5,75.5,5224.52181,5.22452181,5.22452181
HORVU1Hr1G005150.1,34,aBP7,2,4,2,1,75.5,75.5,17449.39916,17.44939916,17.44939916
HORVU1Hr1G006860.8,34,aBP7,2,4,2,1,75.5,75.5,34410.43584,34.41043584,34.41043584
HORVU1Hr1G008120.1,34,aBP7,2,4,2,1,75.5,75.5,209146.5432,209.1465432,209.1465432
HORVU1Hr1G008130.1,34,aBP7,2,4,2,1,75.5,75.5,26074.74786,26.07474786,26.07474786
HORVU1Hr1G012090.2,34,aBP7,2,4,2,1,75.5,75.5,6396.144333,6.396144333,6.396144333
HORVU1Hr1G012130.1,34,aBP7,2,4,2,1,75.5,75.5,39631.26971,39.63126971,39.63126971
HORVU1Hr1G012170.1,34,aBP7,2,4,2,1,75.5,75.5,7331.819187,7.331819187,7.331819187
HORVU1Hr1G012960.1,34,aBP7,2,4,2,1,75.5,75.5,104404.2396,104.4042396,104.4042396
HORVU1Hr1G013690.1,34,aBP7,2,4,2,1,75.5,75.5,46699.9718,46.6999718,46.6999718
HORVU1Hr1G015590.1,34,aBP7,2,4,2,1,75.5,75.5,8353.445159,8.353445159,8.353445159
HORVU1Hr1G017050.4,34,aBP7,2,4,2,1,75.5,75.5,65121.88415,65.12188415,65.12188415
HORVU1Hr1G018140.5,34,aBP7,2,4,2,1,75.5,75.5,642971.7586,642.9717586,642.9717586
HORVU1Hr1G018540.14,34,aBP7,2,4,2,1,75.5,75.5,63708.13598,63.70813598,63.70813598
HORVU1Hr1G018710.3,34,aBP7,2,4,2,1,75.5,75.5,116563.655,116.563655,116.563655
HORVU1Hr1G021720.4,34,aBP7,2,4,2,1,75.5,75.5,156725.8963,156.7258963,156.7258963
HORVU1Hr1G022570.1,34,aBP7,2,4,2,1,75.5,75.5,100686.1165,100.6861165,100.6861165
HORVU1Hr1G022810.2,34,aBP7,2,4,2,1,75.5,75.5,22806.69462,22.80669462,22.80669462
HORVU1Hr1G023100.2,34,aBP7,2,4,2,1,75.5,75.5,8723.582726,8.723582726,8.723582726
HORVU1Hr1G023260.2,34,aBP7,2,4,2,1,75.5,75.5,31197.71823,31.19771823,31.19771823
HORVU1Hr1G023630.3,34,aBP7,2,4,2,1,75.5,75.5,11619.03372,11.61903372,11.61903372
HORVU1Hr1G024710.5,34,aBP7,2,4,2,1,75.5,75.5,27147.97443,27.14797443,27.14797443
HORVU1Hr1G028820.6,34,aBP7,2,4,2,1,75.5,75.5,70136.66387,70.13666387,70.13666387
HORVU1Hr1G029870.1,34,aBP7,2,4,2,1,75.5,75.5,5479.831162,5.479831162,5.479831162
HORVU1Hr1G030790.5,34,aBP7,2,4,2,1,75.5,75.5,20849.36834,20.84936834,20.84936834
HORVU1Hr1G038890.1,34,aBP7,2,4,2,1,75.5,75.5,24898.58392,24.89858392,24.89858392
HORVU1Hr1G040140.1,34,aBP7,2,4,2,1,75.5,75.5,59645.05202,59.64505202,59.64505202
HORVU1Hr1G041250.5,34,aBP7,2,4,2,1,75.5,75.5,220673.1175,220.6731175,220.6731175
HORVU1Hr1G042050.1,34,aBP7,2,4,2,1,75.5,75.5,973.0459167,0.973045917,0.973045917
HORVU1Hr1G042220.1,34,aBP7,2,4,2,1,75.5,75.5,124676.6034,124.6766034,124.6766034
HORVU1Hr1G044000.1,34,aBP7,2,4,2,1,75.5,75.5,2069.773866,2.069773866,2.069773866
HORVU1Hr1G046400.1,34,aBP7,2,4,2,1,75.5,75.5,1642.646447,1.642646447,1.642646447
HORVU1Hr1G052030.2,34,aBP7,2,4,2,1,75.5,75.5,315688.123,315.688123,315.688123
HORVU1Hr1G052430.3,34,aBP7,2,4,2,1,75.5,75.5,14548.82782,14.54882782,14.54882782
HORVU1Hr1G055440.2,34,aBP7,2,4,2,1,75.5,75.5,282260.501,282.260501,282.260501
HORVU1Hr1G055860.3,34,aBP7,2,4,2,1,75.5,75.5,9069.652219,9.069652219,9.069652219
HORVU1Hr1G056570.3,34,aBP7,2,4,2,1,75.5,75.5,31575.15046,31.57515046,31.57515046
HORVU1Hr1G057680.6,34,aBP7,2,4,2,1,75.5,75.5,33249.80721,33.24980721,33.24980721
HORVU1Hr1G057970.2,34,aBP7,2,4,2,1,75.5,75.5,19682.5519,19.6825519,19.6825519
HORVU1Hr1G059870.4,34,aBP7,2,4,2,1,75.5,75.5,10524.18623,10.52418623,10.52418623
HORVU1Hr1G059900.1,34,aBP7,2,4,2,1,75.5,75.5,4534.385014,4.534385014,4.534385014
HORVU1Hr1G059920.3,34,aBP7,2,4,2,1,75.5,75.5,2447.928685,2.447928685,2.447928685
HORVU1Hr1G059960.2,34,aBP7,2,4,2,1,75.5,75.5,35581.36648,35.58136648,35.58136648
HORVU1Hr1G059970.2,34,aBP7,2,4,2,1,75.5,75.5,2205.370344,2.205370344,2.205370344
HORVU1Hr1G061160.8,34,aBP7,2,4,2,1,75.5,75.5,155890.8774,155.8908774,155.8908774
HORVU1Hr1G062900.2,34,aBP7,2,4,2,1,75.5,75.5,61968.02147,61.96802147,61.96802147
HORVU1Hr1G064210.3,34,aBP7,2,4,2,1,75.5,75.5,27263.66727,27.26366727,27.26366727
HORVU1Hr1G065150.1,34,aBP7,2,4,2,1,75.5,75.5,24771.46059,24.77146059,24.77146059
HORVU1Hr1G065620.7,34,aBP7,2,4,2,1,75.5,75.5,870.7977262,0.870797726,0.870797726
HORVU1Hr1G065670.1,34,aBP7,2,4,2,1,75.5,75.5,10451.96856,10.45196856,10.45196856
HORVU1Hr1G066650.18,34,aBP7,2,4,2,1,75.5,75.5,46427.62581,46.42762581,46.42762581
HORVU1Hr1G066650.8,34,aBP7,2,4,2,1,75.5,75.5,3046.052709,3.046052709,3.046052709
HORVU1Hr1G068170.3,34,aBP7,2,4,2,1,75.5,75.5,25969.90565,25.96990565,25.96990565
HORVU1Hr1G070310.14,34,aBP7,2,4,2,1,75.5,75.5,109508.9524,109.5089524,109.5089524
HORVU1Hr1G070690.2,34,aBP7,2,4,2,1,75.5,75.5,35622.64277,35.62264277,35.62264277
HORVU1Hr1G072060.1,34,aBP7,2,4,2,1,75.5,75.5,73268.05112,73.26805112,73.26805112
HORVU1Hr1G072220.5,34,aBP7,2,4,2,1,75.5,75.5,62776.59333,62.77659333,62.77659333
HORVU1Hr1G072270.7,34,aBP7,2,4,2,1,75.5,75.5,92128.01576,92.12801576,92.12801576
HORVU1Hr1G072780.5,34,aBP7,2,4,2,1,75.5,75.5,10342.58316,10.34258316,10.34258316
HORVU1Hr1G073640.1,34,aBP7,2,4,2,1,75.5,75.5,77571.79439,77.57179439,77.57179439
HORVU1Hr1G074350.2,34,aBP7,2,4,2,1,75.5,75.5,37506.42583,37.50642583,37.50642583
HORVU1Hr1G075150.4,34,aBP7,2,4,2,1,75.5,75.5,4157.543728,4.157543728,4.157543728
HORVU1Hr1G076190.4,34,aBP7,2,4,2,1,75.5,75.5,33414.09985,33.41409985,33.41409985
HORVU1Hr1G078350.8,34,aBP7,2,4,2,1,75.5,75.5,759.8508642,0.759850864,0.759850864
HORVU1Hr1G079070.6,34,aBP7,2,4,2,1,75.5,75.5,68631.38915,68.63138915,68.63138915
HORVU1Hr1G079280.4,34,aBP7,2,4,2,1,75.5,75.5,11397.98568,11.39798568,11.39798568
HORVU1Hr1G079290.4,34,aBP7,2,4,2,1,75.5,75.5,34864.48799,34.86448799,34.86448799
HORVU1Hr1G080370.7,34,aBP7,2,4,2,1,75.5,75.5,16649.75262,16.64975262,16.64975262
HORVU1Hr1G080980.2,34,aBP7,2,4,2,1,75.5,75.5,2547.763873,2.547763873,2.547763873
HORVU1Hr1G081550.2,34,aBP7,2,4,2,1,75.5,75.5,36841.70199,36.84170199,36.84170199
HORVU1Hr1G082820.2,34,aBP7,2,4,2,1,75.5,75.5,47203.00731,47.20300731,47.20300731
HORVU1Hr1G083710.2,34,aBP7,2,4,2,1,75.5,75.5,2291.052513,2.291052513,2.291052513
HORVU1Hr1G083840.2,34,aBP7,2,4,2,1,75.5,75.5,206754.2216,206.7542216,206.7542216
HORVU1Hr1G087690.3,34,aBP7,2,4,2,1,75.5,75.5,74585.22728,74.58522728,74.58522728
HORVU1Hr1G087800.2,34,aBP7,2,4,2,1,75.5,75.5,95298.99073,95.29899073,95.29899073
HORVU1Hr1G087820.1,34,aBP7,2,4,2,1,75.5,75.5,18074.54327,18.07454327,18.07454327
HORVU1Hr1G089360.5,34,aBP7,2,4,2,1,75.5,75.5,14532.06369,14.53206369,14.53206369
HORVU1Hr1G090490.8,34,aBP7,2,4,2,1,75.5,75.5,93033.3885,93.0333885,93.0333885
HORVU1Hr1G090710.9,34,aBP7,2,4,2,1,75.5,75.5,35084.78522,35.08478522,35.08478522
HORVU1Hr1G090720.1,34,aBP7,2,4,2,1,75.5,75.5,154.21659,0.15421659,0.15421659
HORVU1Hr1G090760.4,34,aBP7,2,4,2,1,75.5,75.5,39232.32288,39.23232288,39.23232288
HORVU1Hr1G091010.1,34,aBP7,2,4,2,1,75.5,75.5,7568.392776,7.568392776,7.568392776
