Protein,Order,SampleName,LabRep,LabBlock,MaltPlant,MaltRep,MaltTime,malttime,abundance,abundance.sc,abundance.scOut
HORVU5Hr1G120230.9,24,aBP24,2,3,2,2,151.5,151.5,50936.39852,50.93639852,50.93639852
HORVU5Hr1G124470.1,24,aBP24,2,3,2,2,151.5,151.5,24030.92168,24.03092168,24.03092168
HORVU5Hr1G125130.4,24,aBP24,2,3,2,2,151.5,151.5,2527.076378,2.527076378,2.527076378
HORVU6Hr1G000830.4,24,aBP24,2,3,2,2,151.5,151.5,26632.47672,26.63247672,26.63247672
HORVU6Hr1G001150.1,24,aBP24,2,3,2,2,151.5,151.5,81913.01344,81.91301344,81.91301344
HORVU6Hr1G006880.4,24,aBP24,2,3,2,2,151.5,151.5,53303.74831,53.30374831,53.30374831
HORVU6Hr1G008640.7,24,aBP24,2,3,2,2,151.5,151.5,39498.41482,39.49841482,39.49841482
HORVU6Hr1G008880.7,24,aBP24,2,3,2,2,151.5,151.5,145939.6004,145.9396004,145.9396004
HORVU6Hr1G009400.2,24,aBP24,2,3,2,2,151.5,151.5,60249.19615,60.24919615,60.24919615
HORVU6Hr1G011050.1,24,aBP24,2,3,2,2,151.5,151.5,194.1441959,0.194144196,0.194144196
HORVU6Hr1G012570.2,24,aBP24,2,3,2,2,151.5,151.5,296055.3924,296.0553924,296.0553924
HORVU6Hr1G018420.7,24,aBP24,2,3,2,2,151.5,151.5,27060.55776,27.06055776,27.06055776
HORVU6Hr1G020750.3,24,aBP24,2,3,2,2,151.5,151.5,24241.5571,24.2415571,24.2415571
HORVU6Hr1G020910.3,24,aBP24,2,3,2,2,151.5,151.5,187965.2205,187.9652205,187.9652205
HORVU6Hr1G021160.1,24,aBP24,2,3,2,2,151.5,151.5,85265.27026,85.26527026,85.26527026
HORVU6Hr1G027620.4,24,aBP24,2,3,2,2,151.5,151.5,103231.6449,103.2316449,103.2316449
HORVU6Hr1G031480.7,24,aBP24,2,3,2,2,151.5,151.5,24015.60732,24.01560732,24.01560732
HORVU6Hr1G031830.4,24,aBP24,2,3,2,2,151.5,151.5,218381.9009,218.3819009,218.3819009
HORVU6Hr1G033630.9,24,aBP24,2,3,2,2,151.5,151.5,8971.550819,8.971550819,8.971550819
HORVU6Hr1G033980.6,24,aBP24,2,3,2,2,151.5,151.5,9148.753743,9.148753743,9.148753743
HORVU6Hr1G037950.1,24,aBP24,2,3,2,2,151.5,151.5,452.8134878,0.452813488,0.452813488
HORVU6Hr1G039140.9,24,aBP24,2,3,2,2,151.5,151.5,2055.854758,2.055854758,2.055854758
HORVU6Hr1G044840.4,24,aBP24,2,3,2,2,151.5,151.5,12929.32809,12.92932809,12.92932809
HORVU6Hr1G051470.2,24,aBP24,2,3,2,2,151.5,151.5,2759.473157,2.759473157,2.759473157
HORVU6Hr1G052600.3,24,aBP24,2,3,2,2,151.5,151.5,48151.5208,48.1515208,48.1515208
HORVU6Hr1G054520.5,24,aBP24,2,3,2,2,151.5,151.5,463142.78,463.14278,463.14278
HORVU6Hr1G058210.4,24,aBP24,2,3,2,2,151.5,151.5,32555.45849,32.55545849,32.55545849
HORVU6Hr1G058560.3,24,aBP24,2,3,2,2,151.5,151.5,79914.8132,79.9148132,79.9148132
HORVU6Hr1G058750.3,24,aBP24,2,3,2,2,151.5,151.5,112011.3913,112.0113913,112.0113913
HORVU6Hr1G063570.2,24,aBP24,2,3,2,2,151.5,151.5,91238.13764,91.23813764,91.23813764
HORVU6Hr1G063830.2,24,aBP24,2,3,2,2,151.5,151.5,33780.62581,33.78062581,33.78062581
HORVU6Hr1G064460.1,24,aBP24,2,3,2,2,151.5,151.5,1282.464107,1.282464107,1.282464107
HORVU6Hr1G067870.1,24,aBP24,2,3,2,2,151.5,151.5,132916.8421,132.9168421,132.9168421
HORVU6Hr1G068750.6,24,aBP24,2,3,2,2,151.5,151.5,3775.101093,3.775101093,3.775101093
HORVU6Hr1G069370.3,24,aBP24,2,3,2,2,151.5,151.5,5282.692162,5.282692162,5.282692162
HORVU6Hr1G070670.4,24,aBP24,2,3,2,2,151.5,151.5,10683.02018,10.68302018,10.68302018
HORVU6Hr1G070780.3,24,aBP24,2,3,2,2,151.5,151.5,208201.446,208.201446,208.201446
HORVU6Hr1G074030.4,24,aBP24,2,3,2,2,151.5,151.5,55231.18663,55.23118663,55.23118663
HORVU6Hr1G074440.1,24,aBP24,2,3,2,2,151.5,151.5,23374.63461,23.37463461,23.37463461
HORVU6Hr1G075010.9,24,aBP24,2,3,2,2,151.5,151.5,71264.51565,71.26451565,71.26451565
HORVU6Hr1G076660.2,24,aBP24,2,3,2,2,151.5,151.5,107214.3404,107.2143404,107.2143404
HORVU6Hr1G076810.3,24,aBP24,2,3,2,2,151.5,151.5,2869.338978,2.869338978,2.869338978
HORVU6Hr1G077710.2,24,aBP24,2,3,2,2,151.5,151.5,5746.751389,5.746751389,5.746751389
HORVU6Hr1G078420.1,24,aBP24,2,3,2,2,151.5,151.5,1144753.632,1144.753632,1144.753632
HORVU6Hr1G079030.4,24,aBP24,2,3,2,2,151.5,151.5,1430.842847,1.430842847,1.430842847
HORVU6Hr1G079150.1,24,aBP24,2,3,2,2,151.5,151.5,6468.249099,6.468249099,6.468249099
HORVU6Hr1G080480.9,24,aBP24,2,3,2,2,151.5,151.5,9113.940299,9.113940299,9.113940299
HORVU6Hr1G080790.1,24,aBP24,2,3,2,2,151.5,151.5,257281.496,257.281496,257.281496
HORVU6Hr1G082360.3,24,aBP24,2,3,2,2,151.5,151.5,9461.973215,9.461973215,9.461973215
HORVU6Hr1G082600.2,24,aBP24,2,3,2,2,151.5,151.5,28749.99782,28.74999782,28.74999782
HORVU6Hr1G083120.2,24,aBP24,2,3,2,2,151.5,151.5,69965.40194,69.96540194,69.96540194
HORVU6Hr1G084070.13,24,aBP24,2,3,2,2,151.5,151.5,13915.63564,13.91563564,13.91563564
HORVU6Hr1G084960.3,24,aBP24,2,3,2,2,151.5,151.5,109343.3146,109.3433146,109.3433146
HORVU6Hr1G087460.1,24,aBP24,2,3,2,2,151.5,151.5,63088.38867,63.08838867,63.08838867
HORVU6Hr1G087650.1,24,aBP24,2,3,2,2,151.5,151.5,39371.21036,39.37121036,39.37121036
HORVU6Hr1G087820.1,24,aBP24,2,3,2,2,151.5,151.5,202592.1225,202.5921225,202.5921225
HORVU6Hr1G090170.3,24,aBP24,2,3,2,2,151.5,151.5,116246.3296,116.2463296,116.2463296
HORVU6Hr1G090260.4,24,aBP24,2,3,2,2,151.5,151.5,13900.61263,13.90061263,13.90061263
HORVU6Hr1G090720.3,24,aBP24,2,3,2,2,151.5,151.5,12066.08065,12.06608065,12.06608065
HORVU6Hr1G091130.9,24,aBP24,2,3,2,2,151.5,151.5,71900.63709,71.90063709,71.90063709
HORVU6Hr1G091950.9,24,aBP24,2,3,2,2,151.5,151.5,89927.92131,89.92792131,89.92792131
HORVU7Hr1G001030.4,24,aBP24,2,3,2,2,151.5,151.5,31581.03366,31.58103366,31.58103366
HORVU7Hr1G001040.8,24,aBP24,2,3,2,2,151.5,151.5,82.18647342,0.082186473,0.082186473
HORVU7Hr1G002060.1,24,aBP24,2,3,2,2,151.5,151.5,116195.3519,116.1953519,116.1953519
HORVU7Hr1G006160.4,24,aBP24,2,3,2,2,151.5,151.5,53279.30054,53.27930054,53.27930054
HORVU7Hr1G006490.9,24,aBP24,2,3,2,2,151.5,151.5,81649.13487,81.64913487,81.64913487
HORVU7Hr1G006580.2,24,aBP24,2,3,2,2,151.5,151.5,15010.2133,15.0102133,15.0102133
HORVU7Hr1G007790.1,24,aBP24,2,3,2,2,151.5,151.5,22228.27235,22.22827235,22.22827235
HORVU7Hr1G010680.3,24,aBP24,2,3,2,2,151.5,151.5,161527.0116,161.5270116,161.5270116
HORVU7Hr1G010690.6,24,aBP24,2,3,2,2,151.5,151.5,3138.572246,3.138572246,3.138572246
HORVU7Hr1G012380.5,24,aBP24,2,3,2,2,151.5,151.5,315830.0334,315.8300334,315.8300334
HORVU7Hr1G013470.1,24,aBP24,2,3,2,2,151.5,151.5,120050.737,120.050737,120.050737
HORVU7Hr1G013600.3,24,aBP24,2,3,2,2,151.5,151.5,18420.98477,18.42098477,18.42098477
HORVU7Hr1G017640.22,24,aBP24,2,3,2,2,151.5,151.5,46497.28041,46.49728041,46.49728041
HORVU7Hr1G019780.1,24,aBP24,2,3,2,2,151.5,151.5,350168.3308,350.1683308,350.1683308
HORVU7Hr1G021800.9,24,aBP24,2,3,2,2,151.5,151.5,7629.831132,7.629831132,7.629831132
HORVU7Hr1G022500.8,24,aBP24,2,3,2,2,151.5,151.5,2163.81826,2.16381826,2.16381826
HORVU7Hr1G022570.1,24,aBP24,2,3,2,2,151.5,151.5,62138.01275,62.13801275,62.13801275
HORVU7Hr1G025390.8,24,aBP24,2,3,2,2,151.5,151.5,27433.60782,27.43360782,27.43360782
HORVU7Hr1G027760.1,24,aBP24,2,3,2,2,151.5,151.5,49749.08461,49.74908461,49.74908461
HORVU7Hr1G028050.5,24,aBP24,2,3,2,2,151.5,151.5,32463.58111,32.46358111,32.46358111
HORVU7Hr1G031850.5,24,aBP24,2,3,2,2,151.5,151.5,8832.962206,8.832962206,8.832962206
HORVU7Hr1G033230.9,24,aBP24,2,3,2,2,151.5,151.5,73541.34675,73.54134675,73.54134675
HORVU7Hr1G033620.1,24,aBP24,2,3,2,2,151.5,151.5,37669.55762,37.66955762,37.66955762
HORVU7Hr1G034070.4,24,aBP24,2,3,2,2,151.5,151.5,121270.3146,121.2703146,121.2703146
HORVU7Hr1G035020.1,24,aBP24,2,3,2,2,151.5,151.5,155944.7881,155.9447881,155.9447881
HORVU7Hr1G036720.2,24,aBP24,2,3,2,2,151.5,151.5,41961.15314,41.96115314,41.96115314
HORVU7Hr1G038420.4,24,aBP24,2,3,2,2,151.5,151.5,106298.2863,106.2982863,106.2982863
HORVU7Hr1G038660.7,24,aBP24,2,3,2,2,151.5,151.5,3966.759779,3.966759779,3.966759779
HORVU7Hr1G039930.1,24,aBP24,2,3,2,2,151.5,151.5,14934.92098,14.93492098,14.93492098
HORVU7Hr1G040550.9,24,aBP24,2,3,2,2,151.5,151.5,42812.74482,42.81274482,42.81274482
HORVU7Hr1G042880.2,24,aBP24,2,3,2,2,151.5,151.5,2624.189212,2.624189212,2.624189212
HORVU7Hr1G043320.1,24,aBP24,2,3,2,2,151.5,151.5,28362.12195,28.36212195,28.36212195
HORVU7Hr1G045620.2,24,aBP24,2,3,2,2,151.5,151.5,19281.9191,19.2819191,19.2819191
HORVU7Hr1G045640.2,24,aBP24,2,3,2,2,151.5,151.5,7945.522282,7.945522282,7.945522282
HORVU7Hr1G046280.1,24,aBP24,2,3,2,2,151.5,151.5,10198.28793,10.19828793,10.19828793
HORVU7Hr1G046660.7,24,aBP24,2,3,2,2,151.5,151.5,99.09022806,0.099090228,0.099090228
HORVU7Hr1G047700.4,24,aBP24,2,3,2,2,151.5,151.5,68531.41259,68.53141259,68.53141259
HORVU7Hr1G047860.1,24,aBP24,2,3,2,2,151.5,151.5,4946.598856,4.946598856,4.946598856
HORVU7Hr1G048100.1,24,aBP24,2,3,2,2,151.5,151.5,21136.79935,21.13679935,21.13679935
HORVU7Hr1G048970.8,24,aBP24,2,3,2,2,151.5,151.5,4036.795795,4.036795795,4.036795795
HORVU7Hr1G049340.2,24,aBP24,2,3,2,2,151.5,151.5,2872.46025,2.87246025,2.87246025
HORVU7Hr1G049370.2,24,aBP24,2,3,2,2,151.5,151.5,3406.956189,3.406956189,3.406956189
HORVU7Hr1G052350.1,24,aBP24,2,3,2,2,151.5,151.5,7601.418939,7.601418939,7.601418939
HORVU7Hr1G054010.6,24,aBP24,2,3,2,2,151.5,151.5,63961.61711,63.96161711,63.96161711
HORVU7Hr1G054440.1,24,aBP24,2,3,2,2,151.5,151.5,16545.8638,16.5458638,16.5458638
HORVU7Hr1G054850.2,24,aBP24,2,3,2,2,151.5,151.5,12462.2278,12.4622278,12.4622278
HORVU7Hr1G055090.9,24,aBP24,2,3,2,2,151.5,151.5,23861.17103,23.86117103,23.86117103
HORVU7Hr1G055330.1,24,aBP24,2,3,2,2,151.5,151.5,157786.2266,157.7862266,157.7862266
HORVU7Hr1G055340.5,24,aBP24,2,3,2,2,151.5,151.5,3865.107941,3.865107941,3.865107941
HORVU7Hr1G055560.2,24,aBP24,2,3,2,2,151.5,151.5,25203.46165,25.20346165,25.20346165
HORVU7Hr1G056770.4,24,aBP24,2,3,2,2,151.5,151.5,7303.408287,7.303408287,7.303408287
HORVU7Hr1G057430.1,24,aBP24,2,3,2,2,151.5,151.5,6662.470867,6.662470867,6.662470867
HORVU7Hr1G063280.1,24,aBP24,2,3,2,2,151.5,151.5,154691.2899,154.6912899,154.6912899
HORVU7Hr1G067280.1,24,aBP24,2,3,2,2,151.5,151.5,64913.56656,64.91356656,64.91356656
HORVU7Hr1G067620.3,24,aBP24,2,3,2,2,151.5,151.5,46548.04989,46.54804989,46.54804989
HORVU7Hr1G069460.7,24,aBP24,2,3,2,2,151.5,151.5,26876.05107,26.87605107,26.87605107
HORVU7Hr1G071240.1,24,aBP24,2,3,2,2,151.5,151.5,30788.34837,30.78834837,30.78834837
HORVU7Hr1G072650.8,24,aBP24,2,3,2,2,151.5,151.5,4096.473517,4.096473517,4.096473517
HORVU7Hr1G073720.5,24,aBP24,2,3,2,2,151.5,151.5,117559.8006,117.5598006,117.5598006
HORVU7Hr1G074690.3,24,aBP24,2,3,2,2,151.5,151.5,270955.014,270.955014,270.955014
HORVU7Hr1G075250.1,24,aBP24,2,3,2,2,151.5,151.5,126029.5851,126.0295851,126.0295851
HORVU7Hr1G075360.2,24,aBP24,2,3,2,2,151.5,151.5,76599.90016,76.59990016,76.59990016
HORVU7Hr1G076150.1,24,aBP24,2,3,2,2,151.5,151.5,2058.492122,2.058492122,2.058492122
HORVU7Hr1G077780.1,24,aBP24,2,3,2,2,151.5,151.5,1881.842861,1.881842861,1.881842861
HORVU7Hr1G077860.1,24,aBP24,2,3,2,2,151.5,151.5,91455.85364,91.45585364,91.45585364
HORVU7Hr1G079640.3,24,aBP24,2,3,2,2,151.5,151.5,4990.079876,4.990079876,4.990079876
HORVU7Hr1G080630.2,24,aBP24,2,3,2,2,151.5,151.5,65866.0573,65.8660573,65.8660573
HORVU7Hr1G081290.4,24,aBP24,2,3,2,2,151.5,151.5,1689.279692,1.689279692,1.689279692
HORVU7Hr1G081910.4,24,aBP24,2,3,2,2,151.5,151.5,14457.46341,14.45746341,14.45746341
HORVU7Hr1G082040.3,24,aBP24,2,3,2,2,151.5,151.5,70039.65789,70.03965789,70.03965789
HORVU7Hr1G083550.7,24,aBP24,2,3,2,2,151.5,151.5,13200.46124,13.20046124,13.20046124
HORVU7Hr1G083860.1,24,aBP24,2,3,2,2,151.5,151.5,3336.139555,3.336139555,3.336139555
HORVU7Hr1G084940.3,24,aBP24,2,3,2,2,151.5,151.5,7409.209028,7.409209028,7.409209028
HORVU7Hr1G085150.5,24,aBP24,2,3,2,2,151.5,151.5,290341.6715,290.3416715,290.3416715
HORVU7Hr1G085220.2,24,aBP24,2,3,2,2,151.5,151.5,12147.76571,12.14776571,12.14776571
HORVU7Hr1G087050.7,24,aBP24,2,3,2,2,151.5,151.5,135413.9662,135.4139662,135.4139662
HORVU7Hr1G088080.1,24,aBP24,2,3,2,2,151.5,151.5,12992.72414,12.99272414,12.99272414
HORVU7Hr1G088450.9,24,aBP24,2,3,2,2,151.5,151.5,19838.62541,19.83862541,19.83862541
HORVU7Hr1G088580.1,24,aBP24,2,3,2,2,151.5,151.5,25505.71522,25.50571522,25.50571522
HORVU7Hr1G089290.4,24,aBP24,2,3,2,2,151.5,151.5,6823.098454,6.823098454,6.823098454
HORVU7Hr1G091250.4,24,aBP24,2,3,2,2,151.5,151.5,188873.2295,188.8732295,188.8732295
HORVU7Hr1G091800.9,24,aBP24,2,3,2,2,151.5,151.5,9607.190316,9.607190316,9.607190316
HORVU7Hr1G093020.1,24,aBP24,2,3,2,2,151.5,151.5,40629.99401,40.62999401,40.62999401
HORVU7Hr1G096990.1,24,aBP24,2,3,2,2,151.5,151.5,20086.38627,20.08638627,20.08638627
HORVU7Hr1G100120.9,24,aBP24,2,3,2,2,151.5,151.5,77028.76935,77.02876935,77.02876935
HORVU7Hr1G100450.1,24,aBP24,2,3,2,2,151.5,151.5,254838.9239,254.8389239,254.8389239
HORVU7Hr1G104220.4,24,aBP24,2,3,2,2,151.5,151.5,86754.67937,86.75467937,86.75467937
HORVU7Hr1G106130.2,24,aBP24,2,3,2,2,151.5,151.5,5703.600457,5.703600457,5.703600457
HORVU7Hr1G106150.2,24,aBP24,2,3,2,2,151.5,151.5,186882.8165,186.8828165,186.8828165
HORVU7Hr1G106540.2,24,aBP24,2,3,2,2,151.5,151.5,92107.62694,92.10762694,92.10762694
HORVU7Hr1G108780.3,24,aBP24,2,3,2,2,151.5,151.5,10357.67968,10.35767968,10.35767968
HORVU7Hr1G109770.6,24,aBP24,2,3,2,2,151.5,151.5,38015.07874,38.01507874,38.01507874
HORVU7Hr1G112740.4,24,aBP24,2,3,2,2,151.5,151.5,72702.56277,72.70256277,72.70256277
HORVU7Hr1G114000.8,24,aBP24,2,3,2,2,151.5,151.5,11390.79611,11.39079611,11.39079611
HORVU7Hr1G117000.7,24,aBP24,2,3,2,2,151.5,151.5,71142.3133,71.1423133,71.1423133
HORVU7Hr1G119060.3,24,aBP24,2,3,2,2,151.5,151.5,10460.45834,10.46045834,10.46045834
HORVU7Hr1G120420.2,24,aBP24,2,3,2,2,151.5,151.5,135.5692223,0.135569222,0.135569222
HORVU7Hr1G120450.5,24,aBP24,2,3,2,2,151.5,151.5,32768.05331,32.76805331,32.76805331
HORVU7Hr1G121700.5,24,aBP24,2,3,2,2,151.5,151.5,113139.4324,113.1394324,113.1394324
HORVU7Hr1G121850.5,24,aBP24,2,3,2,2,151.5,151.5,554186.9353,554.1869353,554.1869353
HORVU7Hr1G121860.1,24,aBP24,2,3,2,2,151.5,151.5,150519.6274,150.5196274,150.5196274
HORVU0Hr1G004150.1,25,aBP21,2,3,2,2,99.5,99.5,11262.06921,11.26206921,11.26206921
HORVU0Hr1G004480.4,25,aBP21,2,3,2,2,99.5,99.5,50557.8811,50.5578811,50.5578811
HORVU0Hr1G016380.4,25,aBP21,2,3,2,2,99.5,99.5,47906.41532,47.90641532,47.90641532
HORVU0Hr1G017220.3,25,aBP21,2,3,2,2,99.5,99.5,34954.89583,34.95489583,34.95489583
HORVU0Hr1G018510.4,25,aBP21,2,3,2,2,99.5,99.5,29430.04461,29.43004461,29.43004461
HORVU0Hr1G019950.2,25,aBP21,2,3,2,2,99.5,99.5,210921.1973,210.9211973,210.9211973
HORVU0Hr1G022810.9,25,aBP21,2,3,2,2,99.5,99.5,118105.1138,118.1051138,118.1051138
HORVU0Hr1G027030.1,25,aBP21,2,3,2,2,99.5,99.5,29774.62302,29.77462302,29.77462302
HORVU0Hr1G040240.1,25,aBP21,2,3,2,2,99.5,99.5,7363.271026,7.363271026,7.363271026
HORVU1Hr1G000080.2,25,aBP21,2,3,2,2,99.5,99.5,7856.246707,7.856246707,7.856246707
HORVU1Hr1G000440.6,25,aBP21,2,3,2,2,99.5,99.5,2213.354593,2.213354593,2.213354593
HORVU1Hr1G000640.1,25,aBP21,2,3,2,2,99.5,99.5,30640.05071,30.64005071,30.64005071
HORVU1Hr1G000680.1,25,aBP21,2,3,2,2,99.5,99.5,74348.55083,74.34855083,74.34855083
HORVU1Hr1G000700.1,25,aBP21,2,3,2,2,99.5,99.5,51201.38411,51.20138411,51.20138411
HORVU1Hr1G000710.4,25,aBP21,2,3,2,2,99.5,99.5,11629.47422,11.62947422,11.62947422
HORVU1Hr1G001020.1,25,aBP21,2,3,2,2,99.5,99.5,557410.8096,557.4108096,557.4108096
HORVU1Hr1G001120.1,25,aBP21,2,3,2,2,99.5,99.5,111637.8821,111.6378821,111.6378821
HORVU1Hr1G001140.1,25,aBP21,2,3,2,2,99.5,99.5,35917.51539,35.91751539,35.91751539
HORVU1Hr1G001350.1,25,aBP21,2,3,2,2,99.5,99.5,1345.220554,1.345220554,1.345220554
HORVU1Hr1G001420.1,25,aBP21,2,3,2,2,99.5,99.5,52989.49689,52.98949689,52.98949689
HORVU1Hr1G002170.2,25,aBP21,2,3,2,2,99.5,99.5,5101.231416,5.101231416,5.101231416
HORVU1Hr1G005030.1,25,aBP21,2,3,2,2,99.5,99.5,7281.730135,7.281730135,7.281730135
HORVU1Hr1G005150.1,25,aBP21,2,3,2,2,99.5,99.5,28243.6694,28.2436694,28.2436694
HORVU1Hr1G006860.8,25,aBP21,2,3,2,2,99.5,99.5,8535.179926,8.535179926,8.535179926
HORVU1Hr1G008120.1,25,aBP21,2,3,2,2,99.5,99.5,222926.6379,222.9266379,222.9266379
HORVU1Hr1G008130.1,25,aBP21,2,3,2,2,99.5,99.5,18339.50429,18.33950429,18.33950429
HORVU1Hr1G012090.2,25,aBP21,2,3,2,2,99.5,99.5,34985.53995,34.98553995,34.98553995
HORVU1Hr1G012130.1,25,aBP21,2,3,2,2,99.5,99.5,81842.28234,81.84228234,81.84228234
HORVU1Hr1G012170.1,25,aBP21,2,3,2,2,99.5,99.5,2607.228767,2.607228767,2.607228767
HORVU1Hr1G012960.1,25,aBP21,2,3,2,2,99.5,99.5,93020.69345,93.02069345,93.02069345
HORVU1Hr1G013690.1,25,aBP21,2,3,2,2,99.5,99.5,168577.4574,168.5774574,168.5774574
HORVU1Hr1G015590.1,25,aBP21,2,3,2,2,99.5,99.5,12823.83647,12.82383647,12.82383647
HORVU1Hr1G017050.4,25,aBP21,2,3,2,2,99.5,99.5,40699.97684,40.69997684,40.69997684
HORVU1Hr1G018140.5,25,aBP21,2,3,2,2,99.5,99.5,606317.2527,606.3172527,606.3172527
HORVU1Hr1G018540.14,25,aBP21,2,3,2,2,99.5,99.5,78185.83244,78.18583244,78.18583244
HORVU1Hr1G018710.3,25,aBP21,2,3,2,2,99.5,99.5,130109.4473,130.1094473,130.1094473
HORVU1Hr1G021720.4,25,aBP21,2,3,2,2,99.5,99.5,178610.9852,178.6109852,178.6109852
HORVU1Hr1G022570.1,25,aBP21,2,3,2,2,99.5,99.5,67979.76686,67.97976686,67.97976686
HORVU1Hr1G022810.2,25,aBP21,2,3,2,2,99.5,99.5,29983.35088,29.98335088,29.98335088
HORVU1Hr1G023100.2,25,aBP21,2,3,2,2,99.5,99.5,7630.252488,7.630252488,7.630252488
HORVU1Hr1G023260.2,25,aBP21,2,3,2,2,99.5,99.5,3969.392983,3.969392983,3.969392983
HORVU1Hr1G023630.3,25,aBP21,2,3,2,2,99.5,99.5,1842.412864,1.842412864,1.842412864
HORVU1Hr1G024710.5,25,aBP21,2,3,2,2,99.5,99.5,38367.2146,38.3672146,38.3672146
HORVU1Hr1G028820.6,25,aBP21,2,3,2,2,99.5,99.5,89510.07949,89.51007949,89.51007949
HORVU1Hr1G029870.1,25,aBP21,2,3,2,2,99.5,99.5,4054.498489,4.054498489,4.054498489
HORVU1Hr1G030790.5,25,aBP21,2,3,2,2,99.5,99.5,12415.33459,12.41533459,12.41533459
HORVU1Hr1G038890.1,25,aBP21,2,3,2,2,99.5,99.5,4186.583431,4.186583431,4.186583431
HORVU1Hr1G040140.1,25,aBP21,2,3,2,2,99.5,99.5,25699.90077,25.69990077,25.69990077
HORVU1Hr1G041250.5,25,aBP21,2,3,2,2,99.5,99.5,205905.4427,205.9054427,205.9054427
HORVU1Hr1G042050.1,25,aBP21,2,3,2,2,99.5,99.5,3439.506286,3.439506286,3.439506286
HORVU1Hr1G042220.1,25,aBP21,2,3,2,2,99.5,99.5,122684.9978,122.6849978,122.6849978
HORVU1Hr1G044000.1,25,aBP21,2,3,2,2,99.5,99.5,15631.93556,15.63193556,15.63193556
HORVU1Hr1G046400.1,25,aBP21,2,3,2,2,99.5,99.5,3285.139547,3.285139547,3.285139547
HORVU1Hr1G052030.2,25,aBP21,2,3,2,2,99.5,99.5,356473.0754,356.4730754,356.4730754
HORVU1Hr1G052430.3,25,aBP21,2,3,2,2,99.5,99.5,24149.24493,24.14924493,24.14924493
HORVU1Hr1G055440.2,25,aBP21,2,3,2,2,99.5,99.5,286795.4259,286.7954259,286.7954259
HORVU1Hr1G055860.3,25,aBP21,2,3,2,2,99.5,99.5,8429.216774,8.429216774,8.429216774
HORVU1Hr1G056570.3,25,aBP21,2,3,2,2,99.5,99.5,16064.413,16.064413,16.064413
HORVU1Hr1G057680.6,25,aBP21,2,3,2,2,99.5,99.5,28225.78135,28.22578135,28.22578135
HORVU1Hr1G057970.2,25,aBP21,2,3,2,2,99.5,99.5,24146.8743,24.1468743,24.1468743
HORVU1Hr1G059870.4,25,aBP21,2,3,2,2,99.5,99.5,23403.97267,23.40397267,23.40397267
HORVU1Hr1G059900.1,25,aBP21,2,3,2,2,99.5,99.5,4296.475512,4.296475512,4.296475512
HORVU1Hr1G059920.3,25,aBP21,2,3,2,2,99.5,99.5,3069.01855,3.06901855,3.06901855
HORVU1Hr1G059960.2,25,aBP21,2,3,2,2,99.5,99.5,23671.64847,23.67164847,23.67164847
HORVU1Hr1G059970.2,25,aBP21,2,3,2,2,99.5,99.5,5293.754353,5.293754353,5.293754353
HORVU1Hr1G061160.8,25,aBP21,2,3,2,2,99.5,99.5,73803.82407,73.80382407,73.80382407
HORVU1Hr1G062900.2,25,aBP21,2,3,2,2,99.5,99.5,5870.178405,5.870178405,5.870178405
HORVU1Hr1G064210.3,25,aBP21,2,3,2,2,99.5,99.5,32819.35873,32.81935873,32.81935873
HORVU1Hr1G065150.1,25,aBP21,2,3,2,2,99.5,99.5,8751.272057,8.751272057,8.751272057
HORVU1Hr1G065620.7,25,aBP21,2,3,2,2,99.5,99.5,7226.343385,7.226343385,7.226343385
HORVU1Hr1G065670.1,25,aBP21,2,3,2,2,99.5,99.5,10238.24735,10.23824735,10.23824735
HORVU1Hr1G066650.18,25,aBP21,2,3,2,2,99.5,99.5,67516.23318,67.51623318,67.51623318
HORVU1Hr1G066650.8,25,aBP21,2,3,2,2,99.5,99.5,15591.90383,15.59190383,15.59190383
HORVU1Hr1G068170.3,25,aBP21,2,3,2,2,99.5,99.5,23192.36911,23.19236911,23.19236911
HORVU1Hr1G070310.14,25,aBP21,2,3,2,2,99.5,99.5,89337.38847,89.33738847,89.33738847
HORVU1Hr1G070690.2,25,aBP21,2,3,2,2,99.5,99.5,51993.09308,51.99309308,51.99309308
HORVU1Hr1G072060.1,25,aBP21,2,3,2,2,99.5,99.5,65064.62742,65.06462742,65.06462742
HORVU1Hr1G072220.5,25,aBP21,2,3,2,2,99.5,99.5,27286.33328,27.28633328,27.28633328
HORVU1Hr1G072270.7,25,aBP21,2,3,2,2,99.5,99.5,79407.74454,79.40774454,79.40774454
HORVU1Hr1G072780.5,25,aBP21,2,3,2,2,99.5,99.5,14753.21469,14.75321469,14.75321469
HORVU1Hr1G073640.1,25,aBP21,2,3,2,2,99.5,99.5,87428.42903,87.42842903,87.42842903
HORVU1Hr1G074350.2,25,aBP21,2,3,2,2,99.5,99.5,19822.68498,19.82268498,19.82268498
HORVU1Hr1G075150.4,25,aBP21,2,3,2,2,99.5,99.5,2506.957808,2.506957808,2.506957808
HORVU1Hr1G076190.4,25,aBP21,2,3,2,2,99.5,99.5,32679.86018,32.67986018,32.67986018
HORVU1Hr1G078350.8,25,aBP21,2,3,2,2,99.5,99.5,3170.802505,3.170802505,3.170802505
HORVU1Hr1G079070.6,25,aBP21,2,3,2,2,99.5,99.5,51429.54259,51.42954259,51.42954259
HORVU1Hr1G079280.4,25,aBP21,2,3,2,2,99.5,99.5,42525.8742,42.5258742,42.5258742
